mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_5,12,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correct spelling.,Separate,Saparate,Seprate,Separete,Seperate,A,Separate,The correct spelling is Separate.
FULL_MOCK_5,13,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,"Choose the meaning of the idiom ""break the ice"".",To break something,To end a meeting,To start a conversation,To avoid speaking,To make someone angry,C,To start a conversation,Break the ice means to begin interaction comfortably.
FULL_MOCK_5,14,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,"Choose the meaning of ""a blessing in disguise"".",A planned failure,A direct benefit,A hidden problem,A good thing that seemed bad at first,A religious event,D,A good thing that seemed bad at first,It means an apparent problem that later proves beneficial.
FULL_MOCK_5,15,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correct word: The medicine had a positive ___ on him.,effort,affection,effective,effect,affect,D,effect,Effect is a noun meaning result.
FULL_MOCK_5,16,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correct word: The new rule will ___ everyone.,effect,effective,affection,effort,affect,E,affect,Affect is a verb meaning influence.
FULL_MOCK_5,17,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correctly punctuated sentence.,what is your name?,What is your name?,What is your name.,What is your name,what is your name,B,What is your name?,A question starts with capital letter and ends with question mark.
FULL_MOCK_5,18,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correct article: I saw ___ elephant.,the,an,some,a,no article,B,an,Use an before a vowel sound.
FULL_MOCK_5,19,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the correct article: He is ___ honest man.,no article,a,some,the,an,E,an,Honest starts with a vowel sound.
FULL_MOCK_5,20,1,English Language,English,Grammar,Medium,Sentence correction,1,-0.25,60,Choose the plural of Child.,Childrens,Childes,Childies,Children,Childs,D,Children,The plural of child is children.
FULL_MOCK_5,21,2,Professional Knowledge,OOP / Software Engineering,Advanced SE,Medium,Concept,2,-0.5,60,Which term best matches this description: abstraction that separates data access logic from business logic?,Class,Abstract class,Repository pattern,Static testing,Refactoring,C,Repository pattern,Repository pattern means abstraction that separates data access logic from business logic.
FULL_MOCK_5,22,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: process of verifying customer identity and address?,KYC,Docker,Cheque truncation system,Payment gateway,Kubernetes,A,KYC,KYC means process of verifying customer identity and address.
FULL_MOCK_5,23,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: a seven-layer reference model for network communication?,NAT,External fragmentation,Critical section,OSI model,Page fault,D,OSI model,OSI model means a seven-layer reference model for network communication.
FULL_MOCK_5,24,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: synchronization tool used to control access to shared resources?,External fragmentation,Subnet mask,Thrashing,Router,Semaphore,E,Semaphore,Semaphore means synchronization tool used to control access to shared resources.
FULL_MOCK_5,25,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: organization that operates retail payment systems like UPI and RuPay in India?,Cloud computing,NPCI,Horizontal scaling,Greedy algorithm,IaaS,B,NPCI,NPCI means organization that operates retail payment systems like UPI and RuPay in India.
FULL_MOCK_5,26,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Medium,Concept,2,-0.5,60,Which term best matches this description: Aadhaar Enabled Payment System for banking through Aadhaar authentication?,Stable sorting,MICR,UPI,Vertical scaling,AEPS,E,AEPS,AEPS means Aadhaar Enabled Payment System for banking through Aadhaar authentication.
FULL_MOCK_5,27,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: a contract that classes can implement?,Integration testing,Overriding,Abstraction,Factory pattern,Interface,E,Interface,Interface means a contract that classes can implement.
FULL_MOCK_5,28,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: component that distributes traffic across servers?,DNS,Port 22,Load balancer,External fragmentation,Round Robin,C,Load balancer,Load balancer means component that distributes traffic across servers.
FULL_MOCK_5,29,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: a system that detects and alerts on suspicious activity?,Authentication,Salt,IDS,Digital signature,Principle of defense in depth,C,IDS,IDS means a system that detects and alerts on suspicious activity.
FULL_MOCK_5,30,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a join that returns all rows from the left table and matching right-table rows?,Partial dependency,LEFT JOIN,ROLLBACK,Atomicity,Foreign key,B,LEFT JOIN,LEFT JOIN means a join that returns all rows from the left table and matching right-table rows.
FULL_MOCK_5,31,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: a function calling itself with base condition?,Container,Java garbage collection,PaaS,BST,Recursion,E,Recursion,Recursion means a function calling itself with base condition.
FULL_MOCK_5,32,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a subquery that depends on values from the outer query?,Correlated subquery,Durability,View,Super key,COUNT(column),A,Correlated subquery,Correlated subquery means a subquery that depends on values from the outer query.
FULL_MOCK_5,33,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: a one-way transformation commonly used for password storage?,Hashing,WAF,Rate limiting,SQL injection,Stored XSS,A,Hashing,Hashing means a one-way transformation commonly used for password storage.
FULL_MOCK_5,34,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Easy,Concept,2,-0.5,60,Which term best matches this description: default port used by DNS?,LRU,NAT,Round Robin,Thrashing,Port 53,E,Port 53,Port 53 means default port used by DNS.
FULL_MOCK_5,35,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: divide-and-conquer sort with average O(n log n) time?,Linked list,Python list,Quick sort,Docker,Circuit breaker,C,Quick sort,Quick sort means divide-and-conquer sort with average O(n log n) time.
FULL_MOCK_5,36,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: authentication that uses multiple factors like password and OTP?,MFA,Authorization,Stored XSS,WAF,Zero trust,A,MFA,MFA means authentication that uses multiple factors like password and OTP.
FULL_MOCK_5,37,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: an attack that tricks users into clicking hidden or disguised UI elements?,Clickjacking,Input validation,Password spraying,Stored XSS,IDS,A,Clickjacking,Clickjacking means an attack that tricks users into clicking hidden or disguised UI elements.
FULL_MOCK_5,38,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,"Which term best matches this description: component that routes, secures, and manages API requests?",Event bubbling,API Gateway,Strict equality,Hoisting,422 Unprocessable Entity,B,API Gateway,"API Gateway means component that routes, secures, and manages API requests."
FULL_MOCK_5,39,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: SQL command category used to define or change schema objects?,LEFT JOIN,DDL,TCL,ROLLBACK,Deadlock,B,DDL,DDL means SQL command category used to define or change schema objects.
FULL_MOCK_5,40,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: reading uncommitted data from another transaction?,Partial dependency,Super key,INNER JOIN,Dirty read,CROSS JOIN,D,Dirty read,Dirty read means reading uncommitted data from another transaction.
FULL_MOCK_5,41,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Medium,Concept,2,-0.5,60,"Which term best matches this description: container orchestration platform for deployment, scaling, and management?",Kubernetes,PCI DSS,Binary search,IFSC,Red-black tree,A,Kubernetes,"Kubernetes means container orchestration platform for deployment, scaling, and management."
FULL_MOCK_5,42,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: JavaScript behavior where declarations are processed before execution?,SameSite cookie,Hoisting,204 No Content,$http,POST,B,Hoisting,Hoisting means JavaScript behavior where declarations are processed before execution.
FULL_MOCK_5,43,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a command that undoes uncommitted transaction changes?,Phantom read,HAVING,Primary index,Partial dependency,ROLLBACK,E,ROLLBACK,ROLLBACK means a command that undoes uncommitted transaction changes.
FULL_MOCK_5,44,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: a blueprint for creating objects?,Rollback,Abstract class,Priority,Class,Object,D,Class,Class means a blueprint for creating objects.
FULL_MOCK_5,45,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: intermediary between client and destination server?,Thread,Proxy server,Subnet mask,FIFO page replacement,Critical section,B,Proxy server,Proxy server means intermediary between client and destination server.
FULL_MOCK_5,46,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: the ACID property meaning all-or-nothing execution?,Durability,NoSQL database,Composite key,Atomicity,GROUP BY,D,Atomicity,Atomicity means the ACID property meaning all-or-nothing execution.
FULL_MOCK_5,47,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: a social engineering attack to steal sensitive information?,Session fixation,Phishing,SQL injection,Prepared statement,Key rotation,B,Phishing,Phishing means a social engineering attack to steal sensitive information.
FULL_MOCK_5,48,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a minimal super key that can uniquely identify a row?,Candidate key,Isolation,CAP theorem,ALTER,INNER JOIN,A,Candidate key,Candidate key means a minimal super key that can uniquely identify a row.
FULL_MOCK_5,49,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,Which term best matches this description: build optimization that removes unused code?,Tree shaking,ng-if,async function,GET,204 No Content,A,Tree shaking,Tree shaking means build optimization that removes unused code.
FULL_MOCK_5,50,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a normal form that removes partial dependency from a table already in 1NF?,Durability,Serializable isolation,View,DROP,2NF,E,2NF,2NF means a normal form that removes partial dependency from a table already in 1NF.
FULL_MOCK_5,51,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: linear structure where nodes point to next nodes?,Kubernetes,Dijkstra algorithm,Linked list,IaaS,Core Banking System,C,Linked list,Linked list means linear structure where nodes point to next nodes.
FULL_MOCK_5,52,2,Professional Knowledge,Security,Advanced Security,Medium,Concept,2,-0.5,60,"Which term best matches this description: security model that continuously verifies users, devices, and access requests?",Secure coding,Phishing,Zero trust,IDS,Session fixation,C,Zero trust,"Zero trust means security model that continuously verifies users, devices, and access requests."
FULL_MOCK_5,53,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: architecture splitting application into independently deployable services?,Quick sort,Microservices,CBS account number,Array,Binary tree,B,Microservices,Microservices means architecture splitting application into independently deployable services.
FULL_MOCK_5,54,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Medium,Concept,2,-0.5,60,Which term best matches this description: principle that each request carries necessary context without server session dependency?,MICR,RESTful statelessness,Binary tree,UPI,SaaS,B,RESTful statelessness,RESTful statelessness means principle that each request carries necessary context without server session dependency.
FULL_MOCK_5,55,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: search algorithm requiring sorted data and taking O(log n)?,Kubernetes,Exception handling,Core Banking System,BST,Binary search,E,Binary search,Binary search means search algorithm requiring sorted data and taking O(log n).
FULL_MOCK_5,56,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a clause used to filter grouped records?,BCNF,View,HAVING,Trigger,Transitive dependency,C,HAVING,HAVING means a clause used to filter grouped records.
FULL_MOCK_5,57,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a column or set of columns that uniquely identifies each row and cannot contain NULL?,Primary key,DELETE,Correlated subquery,COUNT(column),DDL,A,Primary key,Primary key means a column or set of columns that uniquely identifies each row and cannot contain NULL.
FULL_MOCK_5,58,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: basic build verification to decide if further testing can continue?,V-model,Dynamic testing,Defect leakage,Smoke testing,Coupling,D,Smoke testing,Smoke testing means basic build verification to decide if further testing can continue.
FULL_MOCK_5,59,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: a method that converts a JavaScript value to JSON string?,JSON.stringify,Isolated scope,PUT,Reflow,sessionStorage,A,JSON.stringify,JSON.stringify means a method that converts a JavaScript value to JSON string.
FULL_MOCK_5,60,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: linear data structure storing elements in contiguous positions?,Hash table,Array,Recursion,Message queue,MICR,B,Array,Array means linear data structure storing elements in contiguous positions.
FULL_MOCK_5,61,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: growth rate of extra memory used by an algorithm?,Space complexity,Time complexity,Recursion,Circuit breaker,Dijkstra algorithm,A,Space complexity,Space complexity means growth rate of extra memory used by an algorithm.
FULL_MOCK_5,62,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: a cookie attribute that sends cookies only over HTTPS?,Microtask queue,GET,Secure cookie,JSON.parse,PUT,C,Secure cookie,Secure cookie means a cookie attribute that sends cookies only over HTTPS.
FULL_MOCK_5,63,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: hiding implementation details and exposing essential behavior?,SRP,ISP,OCP,Abstraction,Encapsulation,D,Abstraction,Abstraction means hiding implementation details and exposing essential behavior.
FULL_MOCK_5,64,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: real-time gross settlement system for high-value transfers?,Greedy algorithm,Blue-green deployment,IaaS,BFS,RTGS,E,RTGS,RTGS means real-time gross settlement system for high-value transfers.
FULL_MOCK_5,65,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a key formed using two or more columns?,Primary key,Referential integrity,Isolation,DELETE,Composite key,E,Composite key,Composite key means a key formed using two or more columns.
FULL_MOCK_5,66,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: the ACID property ensuring valid state before and after transaction?,Non-clustered index,View,Durability,DDL,Consistency,E,Consistency,Consistency means the ACID property ensuring valid state before and after transaction.
FULL_MOCK_5,67,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: principle that clients should not depend on unused methods?,Observer pattern,DRY,ISP,Functional requirement,Severity,C,ISP,ISP means principle that clients should not depend on unused methods.
FULL_MOCK_5,68,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: a status code indicating a resource was successfully created?,Microtask queue,ETag,$watch,ng-repeat,201 Created,E,201 Created,201 Created means a status code indicating a resource was successfully created.
FULL_MOCK_5,69,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a rule ensuring foreign key values match referenced keys or allowed NULLs?,COMMIT,Referential integrity,GROUP BY,Savepoint,HAVING,B,Referential integrity,Referential integrity means a rule ensuring foreign key values match referenced keys or allowed NULLs.
FULL_MOCK_5,70,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: the ACID property controlling concurrent transaction effects?,COUNT(column),Primary key,Referential integrity,Isolation,GROUP BY,D,Isolation,Isolation means the ACID property controlling concurrent transaction effects.
FULL_MOCK_5,71,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: device that forwards packets between networks?,Deadlock,TCP,LRU,Port 443,Router,E,Router,Router means device that forwards packets between networks.
FULL_MOCK_5,72,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: saving and loading execution state to switch CPU between tasks?,Context switching,Transport layer,Port 53,ICMP,TCP three-way handshake,A,Context switching,Context switching means saving and loading execution state to switch CPU between tasks.
FULL_MOCK_5,73,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: technique that stores overlapping subproblem results?,Chaining,IFSC,Dynamic programming,SWIFT,CBS account number,C,Dynamic programming,Dynamic programming means technique that stores overlapping subproblem results.
FULL_MOCK_5,74,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: an instance of a class?,Priority,Rollback,Smoke testing,Object,LSP,D,Object,Object means an instance of a class.
FULL_MOCK_5,75,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Easy,Concept,2,-0.5,60,Which term best matches this description: key-value mapping data structure in Python?,API Gateway,Hash table,Python dictionary,Amortized analysis,Dijkstra algorithm,C,Python dictionary,Python dictionary means key-value mapping data structure in Python.
FULL_MOCK_5,76,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Medium,Concept,2,-0.5,60,Which term best matches this description: digital processing of cheque images instead of physical movement?,Container,Binary tree,Cheque truncation system,RuPay,BBPS,C,Cheque truncation system,Cheque truncation system means digital processing of cheque images instead of physical movement.
FULL_MOCK_5,77,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: same method name with different parameter lists?,Regression testing,DIP,Abstraction,Repository pattern,Overloading,E,Overloading,Overloading means same method name with different parameter lists.
FULL_MOCK_5,78,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: a lightweight unit of execution within a process?,Port 443,Physical layer,Thread,Paging,IPv6,C,Thread,Thread means a lightweight unit of execution within a process.
FULL_MOCK_5,79,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: testing individual functions or components?,CI/CD,Unit testing,Smoke testing,Overloading,Waterfall,B,Unit testing,Unit testing means testing individual functions or components.
FULL_MOCK_5,80,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: runtime that executes Java bytecode?,Quick sort,Java JVM,Array,Java garbage collection,Graph,B,Java JVM,Java JVM means runtime that executes Java bytecode.
FULL_MOCK_5,81,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 4, 7, 13, 25, 49, ?",99,97,95,89,101,B,97,"Differences double: 3,6,12,24,48."
FULL_MOCK_5,82,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 2, 3, 5, 8, 13, ?",22,26,20,18,21,E,21,Fibonacci-like addition.
FULL_MOCK_5,83,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 100, 50, 25, 12.5, ?",5,6.25,6,7.5,10,B,6.25,Each term is divided by 2.
FULL_MOCK_5,84,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 1, 2, 6, 24, 120, ?",840,600,240,480,720,E,720,"Factorials: 1!,2!,3!,4!,5!,6!."
FULL_MOCK_5,85,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 10, 12, 16, 22, 30, ?",42,36,38,44,40,E,40,"Differences are 2,4,6,8,10."
FULL_MOCK_5,86,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 81, 27, 9, 3, ?",2,1,6,4,0,B,1,Each term is divided by 3.
FULL_MOCK_5,87,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 17, 19, 23, 29, ?",35,33,37,31,30,D,31,Prime numbers.
FULL_MOCK_5,88,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 2, 9, 28, 65, ?",130,140,110,120,126,E,126,"Pattern n^3 + 1: 1^3+1, 2^3+1, etc."
FULL_MOCK_5,89,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 8, 24, 12, 36, 18, ?",60,54,72,42,48,B,54,"Alternates x3, /2."
FULL_MOCK_5,90,3,Reasoning,Reasoning,Direction Sense,Medium,Direction,1,-0.25,60,"A person walks 4 km South, 3 km West, and 4 km North. How far is he from start?",7 km,3 km,4 km,11 km,5 km,B,3 km,"South and North cancel, leaving 3 km West."
FULL_MOCK_5,91,3,Reasoning,Reasoning,Direction Sense,Medium,Direction,1,-0.25,60,A man faces South and turns right. Which direction is he facing?,North,West,East,South,North-West,B,West,Right from South is West.
FULL_MOCK_5,92,3,Reasoning,Reasoning,Direction Sense,Medium,Direction,1,-0.25,60,"A person faces West, turns left, then turns right. Which direction now?",North-East,East,West,North,South,C,West,West left is South; South right is West.
FULL_MOCK_5,93,3,Reasoning,Reasoning,Direction Sense,Medium,Direction,1,-0.25,60,"If North becomes East after rotation, what does West become?",North,South,South-East,West,East,A,North,The directions rotate 90 degrees clockwise.
FULL_MOCK_5,94,3,Reasoning,Reasoning,Direction Sense,Medium,Direction,1,-0.25,60,A person moves 6 km East and 8 km North. Shortest distance from start?,14 km,12 km,6 km,8 km,10 km,E,10 km,"By Pythagoras, sqrt(6^2+8^2)=10."
FULL_MOCK_5,95,3,Reasoning,Reasoning,Blood Relation,Medium,Blood relation,1,-0.25,60,A is the mother of B. C is the son of B. How is A related to C?,Cousin,Sister,Grandmother,Mother,Aunt,C,Grandmother,A is mother of C’s parent.
FULL_MOCK_5,96,3,Reasoning,Reasoning,Blood Relation,Medium,Blood relation,1,-0.25,60,P is brother of Q. Q is daughter of R. How is P related to R?,Father,Brother,Uncle,Cousin,Son,E,Son,"P and Q are siblings; Q is daughter of R, so P is son of R."
FULL_MOCK_5,97,3,Reasoning,Reasoning,Blood Relation,Medium,Blood relation,1,-0.25,60,X is wife of Y. Y is brother of Z. How is X related to Z?,Sister,Sister-in-law,Aunt,Daughter,Mother,B,Sister-in-law,Wife of brother is sister-in-law.
FULL_MOCK_5,98,3,Reasoning,Reasoning,Blood Relation,Medium,Blood relation,1,-0.25,60,M is father of N. N is sister of O. How is M related to O?,Brother,Cousin,Uncle,Grandfather,Father,E,Father,M is father of siblings N and O.
FULL_MOCK_5,99,3,Reasoning,Reasoning,Coding-Decoding,Medium,Coding,1,-0.25,60,"If CAT = 24 and DOG = 26 by alphabet sum, what is BAT?",25,22,24,23,20,D,23,"B=2, A=1, T=20, total=23."
FULL_MOCK_5,100,3,Reasoning,Reasoning,Coding-Decoding,Medium,Coding,1,-0.25,60,"If PEN is coded as QFO, how is INK coded?",KOL,INK,JML,JOL,HOL,D,JOL,Each letter is shifted by one.
FULL_MOCK_5,101,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.1000 and SP is Rs.1250. Find profit percentage.,50%,25%,30%,20%,35%,B,25%,Profit percentage = 250/CP x 100 = 25%.
FULL_MOCK_5,102,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.750 and SP is Rs.900. Find profit percentage.,40%,25%,20%,15%,30%,C,20%,Profit percentage = 150/CP x 100 = 20%.
FULL_MOCK_5,103,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.1200 and SP is Rs.1320. Find profit percentage.,10%,5%,20%,None of these,15%,A,10%,Profit percentage = 120/CP x 100 = 10%.
FULL_MOCK_5,104,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.400 and SP is Rs.360. Find loss percentage.,10%,5%,None of these,20%,15%,A,10%,Loss percentage = 40/CP x 100 = 10%.
