mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_4,43,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: a policy that tells browsers to use HTTPS for a site?,Firewall,HSTS,Prepared statement,Phishing,Encryption,B,HSTS,HSTS means a policy that tells browsers to use HTTPS for a site.
FULL_MOCK_4,44,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: AngularJS directive that conditionally creates or removes DOM elements?,$scope,HttpOnly cookie,ng-if,JSON.stringify,POST,C,ng-if,ng-if means AngularJS directive that conditionally creates or removes DOM elements.
FULL_MOCK_4,45,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: XSS where malicious input is reflected immediately in the response?,Reflected XSS,Secure coding,SQL injection,MFA,WAF,A,Reflected XSS,Reflected XSS means XSS where malicious input is reflected immediately in the response.
FULL_MOCK_4,46,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Easy,Concept,2,-0.5,60,Which term best matches this description: default port used by HTTPS?,Port 443,DNS,Data Link layer,Process,Thread,A,Port 443,Port 443 means default port used by HTTPS.
FULL_MOCK_4,47,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: principle that high-level modules should depend on abstractions?,Aggregation,Cohesion,Composition,DIP,Class,D,DIP,DIP means principle that high-level modules should depend on abstractions.
FULL_MOCK_4,48,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: scheduling algorithm choosing shortest burst job first?,DNS,SJF,External fragmentation,Page fault,IPv6,B,SJF,SJF means scheduling algorithm choosing shortest burst job first.
FULL_MOCK_4,49,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: AngularJS provider used to configure ngRoute routes?,Hoisting,$routeProvider,Promise,Critical rendering path,$watch,B,$routeProvider,$routeProvider means AngularJS provider used to configure ngRoute routes.
FULL_MOCK_4,50,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: an HTTP method commonly used to create a resource?,Accept,Debouncing,Preflight request,Same-Origin Policy,POST,E,POST,POST means an HTTP method commonly used to create a resource.
FULL_MOCK_4,51,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Medium,Concept,2,-0.5,60,Which term best matches this description: deadlock avoidance algorithm that checks safe state?,DHCP,Banker’s algorithm,Round Robin,Private IP range,Switch,B,Banker’s algorithm,Banker’s algorithm means deadlock avoidance algorithm that checks safe state.
FULL_MOCK_4,52,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: OSI layer responsible for end-to-end delivery?,Kernel,Transport layer,TCP three-way handshake,IPv4,Proxy server,B,Transport layer,Transport layer means OSI layer responsible for end-to-end delivery.
FULL_MOCK_4,53,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: controls used to prevent money laundering?,Blue-green deployment,RTGS,AML,Microservices,Bubble sort,C,AML,AML means controls used to prevent money laundering.
FULL_MOCK_4,54,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Easy,Concept,2,-0.5,60,Which term best matches this description: adding more instances to handle load?,Horizontal scaling,Vertical scaling,BFS,Container,SWIFT,A,Horizontal scaling,Horizontal scaling means adding more instances to handle load.
FULL_MOCK_4,55,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a logical unit of database work that should follow ACID properties?,Transaction,Trigger,2NF,WHERE,Primary key,A,Transaction,Transaction means a logical unit of database work that should follow ACID properties.
FULL_MOCK_4,56,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: a query technique that separates SQL logic from user input?,Prepared statement,IDOR,Symmetric encryption,Brute force attack,Authorization,A,Prepared statement,Prepared statement means a query technique that separates SQL logic from user input.
FULL_MOCK_4,57,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: a strong has-a relationship with ownership?,Rollback,Severity,Abstraction,Composition,Interface,D,Composition,Composition means a strong has-a relationship with ownership.
FULL_MOCK_4,58,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a state where transactions wait indefinitely for each other’s locks?,COMMIT,Serializable isolation,Non-clustered index,Deadlock,Transaction,D,Deadlock,Deadlock means a state where transactions wait indefinitely for each other’s locks.
FULL_MOCK_4,59,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: cloud model delivering ready-to-use software over internet?,DFS,SaaS,BST,Array,Vertical scaling,B,SaaS,SaaS means cloud model delivering ready-to-use software over internet.
FULL_MOCK_4,60,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: growth rate of algorithm running time with input size?,Stack,Java garbage collection,Blue-green deployment,Time complexity,Red-black tree,D,Time complexity,Time complexity means growth rate of algorithm running time with input size.
FULL_MOCK_4,61,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Easy,Concept,2,-0.5,60,Which term best matches this description: default port used by SSH?,Bandwidth,Subnet mask,Banker’s algorithm,Port 53,Port 22,E,Port 22,Port 22 means default port used by SSH.
FULL_MOCK_4,62,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: a database approach commonly used for flexible schema and horizontal scaling?,WHERE,Atomicity,NoSQL database,Non-clustered index,Transaction,C,NoSQL database,NoSQL database means a database approach commonly used for flexible schema and horizontal scaling.
FULL_MOCK_4,63,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a dependency where a non-key attribute depends on part of a composite key?,Stored procedure,Deadlock,Partial dependency,Serializable isolation,GROUP BY,C,Partial dependency,Partial dependency means a dependency where a non-key attribute depends on part of a composite key.
FULL_MOCK_4,64,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a virtual table based on a stored SELECT query?,DDL,View,WHERE,Isolation,Consistency,B,View,View means a virtual table based on a stored SELECT query.
FULL_MOCK_4,65,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: on-demand delivery of computing resources over the internet?,RTGS,Java garbage collection,Greedy algorithm,Java JVM,Cloud computing,E,Cloud computing,Cloud computing means on-demand delivery of computing resources over the internet.
FULL_MOCK_4,66,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,"Which term best matches this description: automated build, test, and deployment pipeline practices?",Constructor,Singleton pattern,Encapsulation,CI/CD,Overriding,D,CI/CD,"CI/CD means automated build, test, and deployment pipeline practices."
FULL_MOCK_4,67,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Easy,Concept,2,-0.5,60,Which term best matches this description: network protocol used by tools such as ping?,Deadlock,LRU,ICMP,Thread,Router,C,ICMP,ICMP means network protocol used by tools such as ping.
FULL_MOCK_4,68,2,Professional Knowledge,OOP / Software Engineering,Advanced SE,Medium,Concept,2,-0.5,60,Which term best matches this description: changing code structure without changing external behavior?,Composition,Refactoring,Constructor,Smoke testing,Non-functional requirement,B,Refactoring,Refactoring means changing code structure without changing external behavior.
FULL_MOCK_4,69,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: AngularJS service for AJAX/API calls?,setTimeout,$http,$watch,Closure,GET,B,$http,$http means AngularJS service for AJAX/API calls.
FULL_MOCK_4,70,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: an HTTP method commonly used to replace an entire resource?,PUT,Digest cycle,Dependency Injection,$routeProvider,API Gateway,A,PUT,PUT means an HTTP method commonly used to replace an entire resource.
FULL_MOCK_4,71,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Medium,Concept,2,-0.5,60,Which term best matches this description: code used in cheque processing to identify bank and branch?,Quick sort,Bubble sort,MICR,KYC,Dijkstra algorithm,C,MICR,MICR means code used in cheque processing to identify bank and branch.
FULL_MOCK_4,72,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: iterative development approach suitable for changing requirements?,OCP,Priority,Functional requirement,Agile,Static testing,D,Agile,Agile means iterative development approach suitable for changing requirements.
FULL_MOCK_4,73,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: an HTTP method used to remove a resource?,DELETE,$apply,API Gateway,Isolated scope,Secure cookie,A,DELETE,DELETE means an HTTP method used to remove a resource.
FULL_MOCK_4,74,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: situation where processes wait forever for resources held by each other?,Port 22,Deadlock,Bandwidth,UDP,FCFS,B,Deadlock,Deadlock means situation where processes wait forever for resources held by each other.
FULL_MOCK_4,75,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: a reliable connection-oriented transport protocol?,Latency,Paging,Aging,Private IP range,TCP,E,TCP,TCP means a reliable connection-oriented transport protocol.
FULL_MOCK_4,76,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: mechanism to handle runtime errors gracefully?,Recursion,Exception handling,BBPS,IFSC,Python dictionary,B,Exception handling,Exception handling means mechanism to handle runtime errors gracefully.
FULL_MOCK_4,77,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: complete tree used to quickly access min or max element?,IaaS,Heap,Python dictionary,BST,Collision in hashing,B,Heap,Heap means complete tree used to quickly access min or max element.
FULL_MOCK_4,78,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: lock allowing one thread/process to enter critical section?,Data Link layer,Proxy server,Mutex,Round Robin,Subnet mask,C,Mutex,Mutex means lock allowing one thread/process to enter critical section.
FULL_MOCK_4,79,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,"Which term best matches this description: a mechanism providing authenticity, integrity, and non-repudiation?",Hashing,TLS,Password spraying,Digital signature,Secure coding,D,Digital signature,"Digital signature means a mechanism providing authenticity, integrity, and non-repudiation."
FULL_MOCK_4,80,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Medium,Concept,2,-0.5,60,Which term best matches this description: replacement of sensitive card details with a token?,Python list,Tokenization,Message queue,Topological sorting,Greedy algorithm,B,Tokenization,Tokenization means replacement of sensitive card details with a token.
FULL_MOCK_4,81,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,All cats are animals. All animals are living beings. Which conclusion follows?,No cat is living,All living beings are cats,Some animals are not cats,All cats are living beings,Some cats are not animals,D,All cats are living beings,Transitive relation applies.
FULL_MOCK_4,82,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,All roses are flowers. Some flowers are red. Which conclusion definitely follows?,Some roses are red,All roses are red,All roses are flowers,No flower is red,All red things are roses,C,All roses are flowers,The first statement directly gives the definite conclusion.
FULL_MOCK_4,83,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,Some doctors are teachers. All teachers are writers. Which conclusion follows?,Some writers are not teachers,No doctor is writer,All writers are doctors,Some doctors are writers,All doctors are writers,D,Some doctors are writers,The doctors who are teachers must be writers.
FULL_MOCK_4,84,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,All mangoes are fruits. No fruit is vegetable. Which conclusion follows?,All vegetables are mangoes,All fruits are mangoes,Some mangoes are vegetables,No mango is vegetable,Some fruits are vegetables,D,No mango is vegetable,"Mangoes are fruits, and no fruit is vegetable."
FULL_MOCK_4,85,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,No pen is pencil. All pencils are erasers. Which conclusion follows?,All erasers are pens,All pens are erasers,No pen is eraser,No definite relation between pens and erasers,Some pens are pencils,D,No definite relation between pens and erasers,The statements do not define a definite relation between pen and eraser.
FULL_MOCK_4,86,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Hand : Glove :: Foot : ?,Shoe,Watch,Ring,Bag,Cap,A,Shoe,Glove is worn on hand; shoe on foot.
FULL_MOCK_4,87,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Doctor : Hospital :: Teacher : ?,School,Bank,Market,Court,Airport,A,School,Teacher works in school.
FULL_MOCK_4,88,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Bird : Fly :: Fish : ?,Crawl,Run,Walk,Swim,Jump,D,Swim,Fish swim.
FULL_MOCK_4,89,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Pen : Write :: Knife : ?,Read,Draw,Eat,Sleep,Cut,E,Cut,Knife is used to cut.
FULL_MOCK_4,90,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Eye : See :: Ear : ?,Speak,Taste,Hear,Smell,Touch,C,Hear,Ear is used to hear.
FULL_MOCK_4,91,3,Reasoning,Reasoning,Clock,Medium,Clock,1,-0.25,60,A clock shows 3:00. What is the angle between hour and minute hands?,90°,75°,150°,60°,120°,A,90°,"At 3:00, the hands are 90 degrees apart."
FULL_MOCK_4,92,3,Reasoning,Reasoning,Clock,Medium,Clock,1,-0.25,60,A clock shows 6:30. What is the angle between hour and minute hands?,45°,15°,75°,30°,60°,B,15°,"Minute hand is at 180°, hour hand is at 195°, difference is 15°."
FULL_MOCK_4,93,3,Reasoning,Reasoning,Calendar,Easy,Calendar,1,-0.25,60,"If today is Monday, what day will it be after 3 days?",Wednesday,Tuesday,Saturday,Thursday,Friday,D,Thursday,Monday + 3 days = Thursday.
FULL_MOCK_4,94,3,Reasoning,Reasoning,Calendar,Medium,Calendar,1,-0.25,60,"If 1st January is Monday, what day will be 15th January?",Sunday,Monday,Friday,Wednesday,Tuesday,B,Monday,14 days later is the same day.
FULL_MOCK_4,95,3,Reasoning,Reasoning,Odd One Out,Easy,Classification,1,-0.25,60,"Find the odd one out: Apple, Mango, Banana, Carrot",Carrot,Apple,Banana,Mango,None,A,Carrot,Carrot is a vegetable; others are fruits.
FULL_MOCK_4,96,3,Reasoning,Reasoning,Odd One Out,Easy,Classification,1,-0.25,60,"Find the odd one out: Circle, Triangle, Square, Book",Circle,Book,Triangle,None,Square,B,Book,Book is not a geometric shape.
FULL_MOCK_4,97,3,Reasoning,Reasoning,Odd One Out,Easy,Classification,1,-0.25,60,"Find the odd one out: January, March, May, Sunday",January,March,Sunday,May,None,C,Sunday,Sunday is a day; others are months.
FULL_MOCK_4,98,3,Reasoning,Reasoning,Odd One Out,Easy,Classification,1,-0.25,60,"Find the odd one out: Lion, Tiger, Leopard, Cow",Tiger,None,Leopard,Cow,Lion,D,Cow,Cow is domestic herbivore; others are wild carnivores.
FULL_MOCK_4,99,3,Reasoning,Reasoning,Odd One Out,Easy,Classification,1,-0.25,60,"Find the odd one out: 121, 144, 169, 180",180,None,144,121,169,A,180,Others are perfect squares.
FULL_MOCK_4,100,3,Reasoning,Reasoning,Number Series,Medium,Series,1,-0.25,60,"Find the next number: 13, 26, 39, 52, ?",70,75,60,66,65,E,65,Increases by 13.
FULL_MOCK_4,101,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 40% of 750?,300,310,290,600,320,A,300,40% of 750 = 300.
FULL_MOCK_4,102,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 12% of 500?,80,70,50,60,120,D,60,12% of 500 = 60.
FULL_MOCK_4,103,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 18% of 900?,152,162,172,182,324,B,162,18% of 900 = 162.
FULL_MOCK_4,104,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 35% of 400?,140,160,150,280,130,A,140,35% of 400 = 140.
FULL_MOCK_4,105,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 60% of 250?,160,300,170,140,150,E,150,60% of 250 = 150.
FULL_MOCK_4,106,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 75% of 320?,240,480,250,230,260,A,240,75% of 320 = 240.
FULL_MOCK_4,107,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 5% of 1600?,160,90,80,100,70,C,80,5% of 1600 = 80.
FULL_MOCK_4,108,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 15% of 1200?,360,200,170,190,180,E,180,15% of 1200 = 180.
