mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_6,23,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a command that removes rows and can use a WHERE condition?,TCL,DELETE,2NF,Transaction,Phantom read,B,DELETE,DELETE means a command that removes rows and can use a WHERE condition.
FULL_MOCK_6,24,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: AngularJS directive that toggles visibility using CSS?,Closure,ng-show,Debouncing,Same-Origin Policy,HttpOnly cookie,B,ng-show,ng-show means AngularJS directive that toggles visibility using CSS.
FULL_MOCK_6,25,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: LIFO data structure?,Quick sort,Stack,IFSC,PCI DSS,Microservices,B,Stack,Stack means LIFO data structure.
FULL_MOCK_6,26,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: a cookie attribute that helps restrict cross-site cookie sending?,Event bubbling,setTimeout,SameSite cookie,204 No Content,JSON.stringify,C,SameSite cookie,SameSite cookie means a cookie attribute that helps restrict cross-site cookie sending.
FULL_MOCK_6,27,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: algorithm removing oldest loaded page?,Bandwidth,FIFO page replacement,NAT,Semaphore,Aging,B,FIFO page replacement,FIFO page replacement means algorithm removing oldest loaded page.
FULL_MOCK_6,28,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a dependency where a non-key attribute depends on another non-key attribute?,Transitive dependency,TCL,Non-clustered index,Serializable isolation,Trigger,A,Transitive dependency,Transitive dependency means a dependency where a non-key attribute depends on another non-key attribute.
FULL_MOCK_6,29,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: service that resolves domain names to IP addresses?,DNS,Bandwidth,SJF,Application layer,Subnet mask,A,DNS,DNS means service that resolves domain names to IP addresses.
FULL_MOCK_6,30,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,Which term best matches this description: browser script that can intercept network requests and support offline behavior?,Critical rendering path,Service Worker,201 Created,SameSite cookie,401 Unauthorized,B,Service Worker,Service Worker means browser script that can intercept network requests and support offline behavior.
FULL_MOCK_6,31,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a join that returns the Cartesian product of two tables?,NoSQL database,BCNF,CROSS JOIN,Foreign key,GROUP BY,C,CROSS JOIN,CROSS JOIN means a join that returns the Cartesian product of two tables.
FULL_MOCK_6,32,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a stronger normal form where every determinant must be a candidate key?,BCNF,Deadlock,Clustered index,DROP,DML,A,BCNF,BCNF means a stronger normal form where every determinant must be a candidate key.
FULL_MOCK_6,33,2,Professional Knowledge,Security,Advanced Security,Medium,Concept,2,-0.5,60,Which term best matches this description: periodic replacement of cryptographic keys to reduce exposure?,Phishing,Hashing,Brute force attack,Key rotation,IDOR,D,Key rotation,Key rotation means periodic replacement of cryptographic keys to reduce exposure.
FULL_MOCK_6,34,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: a concurrency issue where repeated range queries see newly inserted rows?,Dirty read,Trigger,Referential integrity,BCNF,Phantom read,E,Phantom read,Phantom read means a concurrency issue where repeated range queries see newly inserted rows.
FULL_MOCK_6,35,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,"Which term best matches this description: a set of attributes that can uniquely identify a row, possibly with extra attributes?",Consistency,Super key,Savepoint,Transitive dependency,INNER JOIN,B,Super key,"Super key means a set of attributes that can uniquely identify a row, possibly with extra attributes."
FULL_MOCK_6,36,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: data structure offering average O(1) lookup using keys?,Hash table,IaaS,NEFT,IFSC,Vertical scaling,A,Hash table,Hash table means data structure offering average O(1) lookup using keys.
FULL_MOCK_6,37,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: an architectural style where resources are identified using URIs?,DELETE,REST,GET,Content-Type,localStorage,B,REST,REST means an architectural style where resources are identified using URIs.
FULL_MOCK_6,38,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,"Which term best matches this description: browser steps to convert HTML, CSS, and JavaScript into pixels?",Accept,Critical rendering path,ng-if,$apply,ETag,B,Critical rendering path,"Critical rendering path means browser steps to convert HTML, CSS, and JavaScript into pixels."
FULL_MOCK_6,39,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: a transaction marker to roll back part of a transaction?,GROUP BY,ALTER,Savepoint,Stored procedure,Foreign key,C,Savepoint,Savepoint means a transaction marker to roll back part of a transaction.
FULL_MOCK_6,40,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: AngularJS process that checks watchers and updates bindings?,Content-Type,Digest cycle,GraphQL,Accept,Service Worker,B,Digest cycle,Digest cycle means AngularJS process that checks watchers and updates bindings.
FULL_MOCK_6,41,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: child class providing its own implementation of parent method?,LSP,Overriding,Non-functional requirement,Object,Constructor,B,Overriding,Overriding means child class providing its own implementation of parent method.
FULL_MOCK_6,42,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: simple O(n^2) sorting algorithm using adjacent swaps?,PCI DSS,Docker,Load testing,Bubble sort,Message queue,D,Bubble sort,Bubble sort means simple O(n^2) sorting algorithm using adjacent swaps.
FULL_MOCK_6,43,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a command that permanently saves transaction changes?,Super key,2NF,Referential integrity,COMMIT,Trigger,D,COMMIT,COMMIT means a command that permanently saves transaction changes.
FULL_MOCK_6,44,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: scheduling algorithm serving processes in arrival order?,IPv4,FCFS,Virtual memory,ICMP,Context switching,B,FCFS,FCFS means scheduling algorithm serving processes in arrival order.
FULL_MOCK_6,45,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: random data added before hashing passwords to prevent identical hashes?,XSS,HSTS,Encryption,Prepared statement,Salt,E,Salt,Salt means random data added before hashing passwords to prevent identical hashes.
FULL_MOCK_6,46,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: lightweight isolated runtime package for an application?,Canary deployment,Container,RESTful statelessness,Heap,UPI,B,Container,Container means lightweight isolated runtime package for an application.
FULL_MOCK_6,47,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: sequential SDLC model for stable requirements?,Dynamic testing,Waterfall,Interface,Integration testing,Refactoring,B,Waterfall,Waterfall means sequential SDLC model for stable requirements.
FULL_MOCK_6,48,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,"Which term best matches this description: a token format containing header, payload, and signature?",JWT,Brute force attack,Salt,SQL injection,HSTS,A,JWT,"JWT means a token format containing header, payload, and signature."
FULL_MOCK_6,49,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: verifying who a user is?,HSTS,Hashing,Phishing,Zero trust,Authentication,E,Authentication,Authentication means verifying who a user is.
FULL_MOCK_6,50,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: an index built on an ordered key field often related to primary key access?,WHERE,TRUNCATE,Composite key,Primary index,Candidate key,D,Primary index,Primary index means an index built on an ordered key field often related to primary key access.
FULL_MOCK_6,51,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: XSS where the malicious script is stored on the server or database?,Asymmetric encryption,Stored XSS,CSRF,Brute force attack,Hashing,B,Stored XSS,Stored XSS means XSS where the malicious script is stored on the server or database.
FULL_MOCK_6,52,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Advanced DSA,Medium,Concept,2,-0.5,60,Which term best matches this description: subset of edges connecting all vertices with minimum total weight?,RTGS,Kubernetes,Linked list,Dijkstra algorithm,Minimum spanning tree,E,Minimum spanning tree,Minimum spanning tree means subset of edges connecting all vertices with minimum total weight.
FULL_MOCK_6,53,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: device that forwards frames within a LAN using MAC addresses?,Deadlock,Physical layer,Mutex,UDP,Switch,E,Switch,Switch means device that forwards frames within a LAN using MAC addresses.
FULL_MOCK_6,54,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: AngularJS directive used to repeat elements for collection items?,Reflow,Content-Type,401 Unauthorized,$apply,ng-repeat,E,ng-repeat,ng-repeat means AngularJS directive used to repeat elements for collection items.
FULL_MOCK_6,55,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: an attack where unsafe input changes SQL query logic?,Authentication,JWT,RBAC,Brute force attack,SQL injection,E,SQL injection,SQL injection means an attack where unsafe input changes SQL query logic.
FULL_MOCK_6,56,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,Which term best matches this description: a set operation that combines results and keeps duplicates?,View,UNION ALL,LEFT JOIN,Serializable isolation,DML,B,UNION ALL,UNION ALL means a set operation that combines results and keeps duplicates.
FULL_MOCK_6,57,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Easy,Concept,2,-0.5,60,Which term best matches this description: 128-bit addressing scheme designed to replace IPv4 limitations?,IPv6,Paging,ARP,Physical layer,TCP three-way handshake,A,IPv6,IPv6 means 128-bit addressing scheme designed to replace IPv4 limitations.
FULL_MOCK_6,58,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: cloud model providing platform/runtime for application deployment?,API Gateway,Bubble sort,PaaS,Binary tree,Circuit breaker,C,PaaS,PaaS means cloud model providing platform/runtime for application deployment.
FULL_MOCK_6,59,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: the queue used for Promise callbacks before macrotasks?,422 Unprocessable Entity,SameSite cookie,Strict equality,Event bubbling,Microtask queue,E,Microtask queue,Microtask queue means the queue used for Promise callbacks before macrotasks.
FULL_MOCK_6,60,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: checking what an authenticated user is allowed to access?,CSP,IDOR,Authentication,Authorization,Zero trust,D,Authorization,Authorization means checking what an authenticated user is allowed to access.
FULL_MOCK_6,61,2,Professional Knowledge,DBMS / SQL,Database Concepts,Medium,Concept,2,-0.5,60,"Which term best matches this description: SQL command category including COMMIT, ROLLBACK, and SAVEPOINT?",LEFT JOIN,DDL,CAP theorem,TCL,Phantom read,D,TCL,"TCL means SQL command category including COMMIT, ROLLBACK, and SAVEPOINT."
FULL_MOCK_6,62,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Medium,Concept,2,-0.5,60,Which term best matches this description: gradual rollout of a new version to a small user segment first?,Java JVM,Canary deployment,Open addressing,RTGS,BST,B,Canary deployment,Canary deployment means gradual rollout of a new version to a small user segment first.
FULL_MOCK_6,63,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: a mechanism that supplies required dependencies automatically?,Accept,DOM,PATCH,Dependency Injection,Digest cycle,D,Dependency Injection,Dependency Injection means a mechanism that supplies required dependencies automatically.
FULL_MOCK_6,64,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: comparison using === without implicit type conversion?,Strict equality,PATCH,DOM,429 Too Many Requests,Cache-Control,A,Strict equality,Strict equality means comparison using === without implicit type conversion.
FULL_MOCK_6,65,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: a saved set of SQL statements that can be executed as a unit?,Stored procedure,Candidate key,HAVING,View,TCL,A,Stored procedure,Stored procedure means a saved set of SQL statements that can be executed as a unit.
FULL_MOCK_6,66,2,Professional Knowledge,OOP / Software Engineering,Advanced SE,Medium,Concept,2,-0.5,60,Which term best matches this description: defects missed in one phase and found in a later phase or production?,Defect leakage,Waterfall,Functional requirement,Priority,Composition,A,Defect leakage,Defect leakage means defects missed in one phase and found in a later phase or production.
FULL_MOCK_6,67,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: principle that code should be open for extension but closed for modification?,Encapsulation,Non-functional requirement,OCP,Functional requirement,Inheritance,C,OCP,OCP means principle that code should be open for extension but closed for modification.
FULL_MOCK_6,68,2,Professional Knowledge,Computer Networks / Operating System,Advanced Networks OS,Medium,Concept,2,-0.5,60,Which term best matches this description: scheduling technique that prevents starvation by increasing priority over time?,VPN,ICMP,Bandwidth,UDP,Aging,E,Aging,Aging means scheduling technique that prevents starvation by increasing priority over time.
FULL_MOCK_6,69,2,Professional Knowledge,Security,Application Security,Easy,Concept,2,-0.5,60,Which term best matches this description: encryption that uses the same key for encryption and decryption?,Input validation,Symmetric encryption,Firewall,XSS,IPS,B,Symmetric encryption,Symmetric encryption means encryption that uses the same key for encryption and decryption.
FULL_MOCK_6,70,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: a system that can detect and block suspicious activity?,WAF,Authentication,Hashing,Zero trust,IPS,E,IPS,IPS means a system that can detect and block suspicious activity.
FULL_MOCK_6,71,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Medium,Concept,2,-0.5,60,Which term best matches this description: translation between private and public IP addresses?,Paging,TLB,TCP three-way handshake,NAT,Banker’s algorithm,D,NAT,NAT means translation between private and public IP addresses.
FULL_MOCK_6,72,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: secure tunnel over a public network?,Thrashing,Page fault,IPv4,Bandwidth,VPN,E,VPN,VPN means secure tunnel over a public network.
FULL_MOCK_6,73,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Easy,Concept,2,-0.5,60,Which term best matches this description: browser storage scoped to a tab or session?,sessionStorage,$apply,DOM,Secure cookie,localStorage,A,sessionStorage,sessionStorage means browser storage scoped to a tab or session.
FULL_MOCK_6,74,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Medium,Concept,2,-0.5,60,Which term best matches this description: binary tree where left values are smaller and right values are larger?,CBS account number,BST,Collision in hashing,Kubernetes,NACH,B,BST,BST means binary tree where left values are smaller and right values are larger.
FULL_MOCK_6,75,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,Which term best matches this description: protocol enabling full-duplex communication over a persistent connection?,PATCH,Strict equality,WebSocket,PUT,Secure cookie,C,WebSocket,WebSocket means protocol enabling full-duplex communication over a persistent connection.
FULL_MOCK_6,76,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: limiting execution to at most once per fixed interval?,403 Forbidden,CORS,Closure,Throttling,201 Created,D,Throttling,Throttling means limiting execution to at most once per fixed interval.
FULL_MOCK_6,77,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Web Development,Medium,Concept,2,-0.5,60,Which term best matches this description: a browser rule restricting cross-origin interactions?,WebSocket,Same-Origin Policy,$routeProvider,Debouncing,Tree shaking,B,Same-Origin Policy,Same-Origin Policy means a browser rule restricting cross-origin interactions.
FULL_MOCK_6,78,2,Professional Knowledge,REST API / Web / JavaScript / AngularJS,Advanced Web,Medium,Concept,2,-0.5,60,Which term best matches this description: HTTP response header used for cache validation?,ETag,422 Unprocessable Entity,async function,Reflow,$routeProvider,A,ETag,ETag means HTTP response header used for cache validation.
FULL_MOCK_6,79,2,Professional Knowledge,DBMS / SQL,Database Concepts,Easy,Concept,2,-0.5,60,Which term best matches this description: a clause used to group rows based on one or more columns?,CAP theorem,GROUP BY,Primary index,Consistency,3NF,B,GROUP BY,GROUP BY means a clause used to group rows based on one or more columns.
FULL_MOCK_6,80,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Easy,Concept,2,-0.5,60,Which term best matches this description: a requirement describing quality attributes like performance and security?,Spiral model,Factory pattern,Rollback,Non-functional requirement,Unit testing,D,Non-functional requirement,Non-functional requirement means a requirement describing quality attributes like performance and security.
FULL_MOCK_6,81,3,Reasoning,Reasoning,Coding-Decoding,Medium,Coding,1,-0.25,60,"If JAVA is coded as KBWB, how is CODE coded?",EQFG,CNCD,DPED,DPEF,EPEF,D,DPEF,Each letter is shifted by one.
FULL_MOCK_6,82,3,Reasoning,Reasoning,Coding-Decoding,Medium,Coding,1,-0.25,60,"If SKY is coded as TLZ, how is SUN coded?",TVM,UVO,TVO,RTO,TUN,C,TVO,Each letter is shifted by one.
FULL_MOCK_6,83,3,Reasoning,Reasoning,Coding-Decoding,Medium,Coding,1,-0.25,60,"If RED is coded as QDC, how is BLUE coded?",CMVF,AKVE,ALTD,BKTD,AKTD,E,AKTD,Each letter is shifted one backward.
FULL_MOCK_6,84,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,All engineers are graduates. Some graduates are bankers. Which conclusion definitely follows?,All graduates are engineers,Some engineers are bankers,No engineer is banker,All engineers are graduates,All bankers are engineers,D,All engineers are graduates,Only the first statement gives a definite relation.
FULL_MOCK_6,85,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,No file is folder. All folders are documents. Which conclusion follows?,All documents are files,Some files are folders,All files are documents,No file is document,No definite relation between files and documents,E,No definite relation between files and documents,Files and documents have no definite relation from statements.
FULL_MOCK_6,86,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,Some apps are secure. All secure things are tested. Which conclusion follows?,Some apps are tested,All apps are tested,Some tested things are not apps,All tested things are apps,No app is tested,A,Some apps are tested,The apps that are secure are tested.
FULL_MOCK_6,87,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,All cards are accounts. No account is inactive. Which conclusion follows?,Some cards are inactive,No card is inactive,Some accounts are cards only,No card is account,All inactive things are cards,B,No card is inactive,Cards are accounts and no account is inactive.
FULL_MOCK_6,88,3,Reasoning,Reasoning,Syllogism,Medium,Syllogism,1,-0.25,60,Some APIs are slow. No slow service is reliable. Which conclusion follows?,Some slow services are APIs only,All reliable services are APIs,Some APIs are not reliable,No API is reliable,All APIs are reliable,C,Some APIs are not reliable,The APIs that are slow are not reliable.
FULL_MOCK_6,89,3,Reasoning,Reasoning,Ranking,Medium,Ranking,1,-0.25,60,"In a class of 50 students, A is 18th from top. Position from bottom?",32nd,35th,33rd,34th,31st,C,33rd,50 - 18 + 1 = 33.
FULL_MOCK_6,90,3,Reasoning,Reasoning,Ranking,Medium,Ranking,1,-0.25,60,"If B is 9th from left and 13th from right, total students?",24,22,23,20,21,E,21,9 + 13 - 1 = 21.
FULL_MOCK_6,91,3,Reasoning,Reasoning,Ranking,Medium,Ranking,1,-0.25,60,"A is taller than B, B taller than C, C taller than D. Who is shortest?",D,B,C,A,Cannot determine,A,D,Order is A > B > C > D.
FULL_MOCK_6,92,3,Reasoning,Reasoning,Ranking,Medium,Ranking,1,-0.25,60,"Five people sit in a row. A is left of B, B is left of C. Which is definitely true?",A is right of B,C is left of A,A is left of C,Cannot determine,B is right of C,C,A is left of C,"If A is left of B and B left of C, A is left of C."
FULL_MOCK_6,93,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Keyboard : Type :: Mouse : ?,Print,Read,Click,Scan,Speak,C,Click,Mouse is used to click.
FULL_MOCK_6,94,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Book : Read :: Food : ?,Write,Drive,Sleep,Eat,Hear,D,Eat,Food is eaten.
FULL_MOCK_6,95,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Seed : Tree :: Egg : ?,Leaf,Fruit,Bird,Root,Soil,C,Bird,A bird can come from an egg.
FULL_MOCK_6,96,3,Reasoning,Reasoning,Analogy,Easy,Analogy,1,-0.25,60,Complete the analogy: Bank : Money :: Library : ?,Clothes,Food,Cars,Books,Medicine,D,Books,Library stores books.
FULL_MOCK_6,97,3,Reasoning,Reasoning,Classification,Medium,Classification,1,-0.25,60,Which word cannot be formed from DEVELOPMENT?,DEVELOP,MENT,VOTE,PEOPLE,NOTE,D,PEOPLE,"PEOPLE needs two Ps, but DEVELOPMENT has one P."
FULL_MOCK_6,98,3,Reasoning,Reasoning,Classification,Medium,Classification,1,-0.25,60,"Find the odd one out: 2, 3, 5, 9, 11",3,2,11,5,9,E,9,9 is not prime.
FULL_MOCK_6,99,3,Reasoning,Reasoning,Classification,Medium,Classification,1,-0.25,60,"Find the odd one out: HTML, CSS, JavaScript, MySQL",MySQL,None,HTML,JavaScript,CSS,A,MySQL,MySQL is database; others are web frontend technologies.
FULL_MOCK_6,100,3,Reasoning,Reasoning,Number Series,Easy,Series,1,-0.25,60,"Find the next number: 2, 4, 8, 16, ?",32,30,28,24,36,A,32,Each term is multiplied by 2.
FULL_MOCK_6,101,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Medium,Percentage,1,-0.25,60,A value decreases from 500 to 400. Decrease percentage?,15%,25%,10%,20%,30%,D,20%,"Decrease=100, percentage=100/500 x100 =20%."
FULL_MOCK_6,102,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,An item sold for Rs.880 at 10% loss. Find CP.,Rs.1000,Rs.1100,Rs.978 approx,Rs.950,Rs.900,C,Rs.978 approx,CP = 880/0.9 = 977.78.
