id,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation
14,"OOP","Easy","Which access modifier usually allows access in the same class and derived classes?","private","protected","public","final","B","protected","protected members are accessible within the class and its child classes."
15,"OOP","Easy","The relationship 'Dog is an Animal' represents:","has-a relationship","is-a relationship","uses-a relationship","part-of relationship only","B","is-a relationship","Inheritance represents an is-a relationship."
16,"OOP","Easy","The relationship 'Car has an Engine' represents:","is-a relationship","has-a relationship","same-a relationship","extends relationship","B","has-a relationship","A has-a relationship represents association, aggregation, or composition."
17,"OOP","Medium","What is composition in OOP?","A weak relationship between objects","A strong has-a relationship where child object depends on parent object","A method with many parameters","A class without methods","B","A strong has-a relationship where child object depends on parent object","Composition represents strong ownership between objects."
18,"OOP","Medium","What is aggregation in OOP?","A weak has-a relationship where objects can exist independently","A method overriding technique","A private constructor","A type of loop","A","A weak has-a relationship where objects can exist independently","Aggregation represents a weaker ownership relationship than composition."
19,"OOP","Medium","What is the main difference between aggregation and composition?","Aggregation is stronger than composition","Composition has stronger ownership than aggregation","Both are exactly same","Aggregation is only used in SQL","B","Composition has stronger ownership than aggregation","In composition, the contained object usually depends on the container."
20,"OOP","Easy","An interface mainly defines:","A contract for classes to implement","A database schema","A CSS layout","A compiled file","A","A contract for classes to implement","An interface defines expected behavior without fixed implementation."
21,"OOP","Easy","An abstract class is:","A class that cannot be instantiated directly","A class with no methods always","A class used only for database access","A class that cannot be inherited","A","A class that cannot be instantiated directly","An abstract class acts as a base class and may contain abstract or concrete methods."
22,"OOP","Medium","Which OOP concept is most related to data hiding?","Encapsulation","Inheritance","Compilation","Sorting","A","Encapsulation","Encapsulation hides internal data using access control."
23,"OOP","Medium","Which OOP concept is most related to code reuse through parent-child relationship?","Inheritance","Encapsulation","Abstraction","Exception handling","A","Inheritance","Inheritance allows reuse of parent class properties and methods."
24,"OOP","Medium","Which OOP concept helps expose only necessary details to the user?","Abstraction","Deadlock","Overfitting","Compilation","A","Abstraction","Abstraction hides implementation complexity and shows essential behavior."
25,"OOP","Medium","Which concept allows the same method call to produce different behavior depending on object type?","Polymorphism","Encapsulation","Normalization","Indexing","A","Polymorphism","Runtime polymorphism allows different implementations to execute through the same method call."
26,"SOLID / Design Principles","Easy","SOLID principles are mainly used to improve:","Code maintainability and design quality","Database storage only","Network speed only","Image resolution","A","Code maintainability and design quality","SOLID principles help create maintainable, flexible, and testable software."
27,"SOLID / Design Principles","Easy","SRP stands for:","Single Responsibility Principle","Simple Runtime Process","System Resource Policy","Single Route Pattern","A","Single Responsibility Principle","SRP says a class should have only one reason to change."
28,"SOLID / Design Principles","Easy","Open Closed Principle means software entities should be:","Open for extension and closed for modification","Closed for extension and open for deletion","Open for bugs and closed for testing","Only open for inheritance","A","Open for extension and closed for modification","OCP encourages extending behavior without changing existing tested code."
29,"SOLID / Design Principles","Medium","Liskov Substitution Principle means:","Child classes should be replaceable for parent classes without breaking behavior","Classes should never inherit","All classes should be private","Objects should not use methods","A","Child classes should be replaceable for parent classes without breaking behavior","LSP ensures subclasses can safely stand in for their base classes."
30,"SOLID / Design Principles","Medium","Interface Segregation Principle means:","Clients should not be forced to depend on methods they do not use","All methods should be in one large interface","Interfaces should never be used","Only one interface should exist in a project","A","Clients should not be forced to depend on methods they do not use","ISP encourages smaller, focused interfaces."
31,"SOLID / Design Principles","Medium","Dependency Inversion Principle means:","High-level modules should depend on abstractions, not low-level details","High-level modules should directly depend on concrete classes","Dependencies should be hidden in global variables","Classes should avoid abstraction","A","High-level modules should depend on abstractions, not low-level details","DIP reduces tight coupling by depending on abstractions."
32,"SOLID / Design Principles","Easy","DRY principle stands for:","Don't Repeat Yourself","Do Repeat Yourself","Data Runtime Yield","Direct Request YAML","A","Don't Repeat Yourself","DRY avoids duplicate logic and improves maintainability."
33,"SOLID / Design Principles","Easy","KISS principle means:","Keep It Simple, Stupid","Keep Interfaces Secure Strictly","Kernel Internal System Service","Keep Inputs Same Size","A","Keep It Simple, Stupid","KISS encourages simple and understandable solutions."
34,"SOLID / Design Principles","Easy","YAGNI means:","You Aren't Gonna Need It","You Always Get New Interfaces","Yet Another Generic Network Interface","Your API Gets New Inputs","A","You Aren't Gonna Need It","YAGNI discourages building features before they are actually needed."
35,"SOLID / Design Principles","Medium","High cohesion means:","A class has closely related responsibilities","A class does many unrelated tasks","A class depends on every other class","A class has no methods","A","A class has closely related responsibilities","High cohesion means a module or class is focused on related behavior."
36,"SOLID / Design Principles","Medium","Loose coupling is preferred because it:","Makes code easier to change and test","Makes modules highly dependent","Removes all classes","Avoids using functions","A","Makes code easier to change and test","Loose coupling reduces dependency between modules."
37,"Software Engineering","Easy","SDLC stands for:","Software Design Logic Code","Software Development Life Cycle","System Data Link Control","Secure Development Logic Cycle","B","Software Development Life Cycle","SDLC defines stages followed during software development."
38,"Software Engineering","Easy","Which SDLC model follows a sequential step-by-step approach?","Agile","Waterfall","Scrum","DevOps","B","Waterfall","Waterfall follows phases like requirement, design, development, testing, and deployment in sequence."
39,"Software Engineering","Easy","Which SDLC model is best suited for frequent requirement changes?","Waterfall","Agile","Big Bang","V-model only","B","Agile","Agile supports iterative development and changing requirements."
40,"Software Engineering","Easy","In Agile, a sprint is:","A database backup","A fixed time-boxed development cycle","A security attack","A testing tool","B","A fixed time-boxed development cycle","A sprint is a short iteration where planned work is completed."
41,"Software Engineering","Easy","Scrum is mainly:","An Agile framework","A database engine","A programming language","A browser protocol","A","An Agile framework","Scrum is an Agile framework using roles, events, and artifacts."
42,"Software Engineering","Easy","Product backlog contains:","List of features, fixes, and work items","Only completed code","Only production bugs","Only database tables","A","List of features, fixes, and work items","Product backlog stores prioritized work for the product."
43,"Software Engineering","Easy","Sprint backlog contains:","Work selected for the current sprint","All future ideas only","Only rejected requirements","Only deployment logs","A","Work selected for the current sprint","Sprint backlog contains items planned for the current sprint."
44,"Software Engineering","Easy","A functional requirement describes:","How the system should perform internally","What the system should do","Only performance speed","Only server configuration","B","What the system should do","Functional requirements describe system features and behavior."
45,"Software Engineering","Easy","A non-functional requirement describes:","System quality attributes like performance and security","Only button color","Only database rows","Only user stories","A","System quality attributes like performance and security","Non-functional requirements define quality constraints such as scalability, reliability, and security."
46,"Software Testing","Easy","Unit testing is performed on:","The complete application only","Individual components or functions","Only production server","Only database backup","B","Individual components or functions","Unit testing verifies small independent units of code."
47,"Software Testing","Easy","Integration testing checks:","Whether combined modules work together","Only spelling mistakes","Only UI colors","Only server cost","A","Whether combined modules work together","Integration testing verifies interaction between modules."
48,"Software Testing","Easy","System testing is performed on:","A single function only","The complete integrated system","Only database schema","Only source code comments","B","The complete integrated system","System testing validates the complete application against requirements."
49,"Software Testing","Easy","UAT stands for:","User Acceptance Testing","Unit Application Testing","User Access Tool","Unified Agile Testing","A","User Acceptance Testing","UAT confirms whether the system meets business or user expectations."
50,"Software Testing","Easy","Regression testing is done to check:","Whether new changes broke existing functionality","Only login speed","Only database size","Only UI alignment","A","Whether new changes broke existing functionality","Regression testing ensures existing features still work after changes."
51,"Software Testing","Medium","Smoke testing is mainly used to:","Check whether the build is stable enough for further testing","Test every possible scenario deeply","Verify only database indexes","Replace regression testing","A","Check whether the build is stable enough for further testing","Smoke testing is a basic build verification test."
52,"Software Testing","Medium","Sanity testing is mainly performed to:","Verify a specific change or fix quickly","Test all modules deeply","Replace UAT","Check only database backups","A","Verify a specific change or fix quickly","Sanity testing checks whether a specific change works as expected."
53,"Software Testing","Medium","Black-box testing focuses on:","Internal code structure","Input and output behavior without knowing internal code","Compiler design","Memory addresses only","B","Input and output behavior without knowing internal code","Black-box testing validates behavior from the user's perspective."
54,"Software Testing","Medium","White-box testing focuses on:","Internal code logic and structure","Only UI screen color","Only final user feedback","Only server hardware","A","Internal code logic and structure","White-box testing requires knowledge of internal code paths."
55,"Software Testing","Medium","Boundary value analysis is useful for testing:","Values at the edge of valid input ranges","Only UI colors","Only database backup","Only encrypted data","A","Values at the edge of valid input ranges","Boundary testing checks minimum, maximum, and just outside boundary values."
56,"Software Testing","Medium","Equivalence partitioning means:","Dividing input data into valid and invalid groups","Testing only one random value","Testing every possible value","Skipping negative cases","A","Dividing input data into valid and invalid groups","Equivalence partitioning reduces test cases by grouping similar inputs."
57,"Version Control / DevOps","Easy","Version control tools like Git are used to:","Track and manage code changes","Run only database queries","Create UI images","Encrypt passwords only","A","Track and manage code changes","Version control helps manage source code history, collaboration, and rollback."
58,"Version Control / DevOps","Easy","A commit in Git represents:","A saved snapshot of changes","A deleted server","A user login event","A CSS animation","A","A saved snapshot of changes","A commit records a set of changes in the repository."
59,"Version Control / DevOps","Easy","A branch in Git is used to:","Work on changes separately from main code line","Delete all history","Run production server only","Encrypt files","A","Work on changes separately from main code line","Branches allow parallel development without directly affecting main code."
60,"Version Control / DevOps","Easy","CI/CD mainly helps with:","Automated build, test, and deployment flow","Manual database entry","UI color selection","Password guessing","A","Automated build, test, and deployment flow","CI/CD improves delivery speed and reduces manual deployment errors."
